TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Driver/Shooter,Spot-Up Shooter,Rebounder,Post Scorer,Not Scouted,Driver/Slasher
09:32,,Layup MISSED by Lawrence's Nolan Koch,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,24.0,Lawrence,0,0,False,Nolan Koch,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",572,572.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
09:32,,Block by Wis.-Whitewater's Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,24.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",572,572.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
09:32,,Defensive rebound by Wis.-Whitewater's Rashad Rogers,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,24.0,Wis.-Whitewater,0,0,False,Rashad Rogers,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",572,553.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0
09:13,,Jumper by Wis.-Whitewater's Luke Bara,(27-15),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,27.0,15.0,15.0,27.0,Wis.-Whitewater,0,3,True,Luke Bara,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",553,528.0,25.0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:48,,Jumper MISSED by Lawrence's Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,27.0,Lawrence,0,0,False,Hogan Demovsky,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",528,525.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:45,,Offensive rebound by Lawrence's Nolan Koch,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,27.0,Lawrence,0,0,False,Nolan Koch,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",525,525.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0
08:45,,Personal Foul on Wis.-Whitewater's Rashad Rogers (Nolan Koch draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,15.0,27.0,Wis.-Whitewater,0,0,False,Rashad Rogers,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",525,525.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0
08:45,,Free Throw by Lawrence's Nolan Koch,(27-16),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,27.0,16.0,16.0,27.0,Lawrence,1,0,True,Nolan Koch,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",525,525.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0
08:45,,Free Throw by Lawrence's Nolan Koch,(27-17),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,27.0,17.0,17.0,27.0,Lawrence,1,0,True,Nolan Koch,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis,Nolan Koch",525,525.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0
08:45,,Subbing out for Lawrence-Nolan Koch,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,27.0,,0,0,False,Nolan Koch,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",525,525.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
08:45,,Subbing in for Lawrence-Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,27.0,,0,0,False,Casey Schoenecker,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara,Rashad Rogers","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",525,525.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:45,,Subbing out for Wis.-Whitewater-Rashad Rogers,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,27.0,,0,0,False,Rashad Rogers,"JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",525,525.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:45,,Subbing in for Wis.-Whitewater-Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,27.0,,0,0,False,Brock Marino,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",525,507.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:27,,Jumper by Wis.-Whitewater's Jake Quast,(30-17),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,30.0,17.0,17.0,30.0,Wis.-Whitewater,0,3,True,Jake Quast,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",507,507.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:27,,Assist by Wis.-Whitewater's JR Lukenbill,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,30.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",507,491.0,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
08:11,,Jumper MISSED by Lawrence's Nathan Valentine,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,30.0,Lawrence,0,0,False,Nathan Valentine,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",491,488.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
08:08,,Defensive rebound by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,30.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",488,473.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0
07:53,,Jumper MISSED by Wis.-Whitewater's JR Lukenbill,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,30.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",473,470.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
07:50,,Defensive rebound by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,17.0,30.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",470,450.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0
07:30,,Jumper by Lawrence's CJ Campbell,(30-20),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,30.0,20.0,20.0,30.0,Lawrence,3,0,True,CJ Campbell,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",450,450.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
07:30,,Assist by Lawrence's Nathan Valentine,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,Lawrence,0,0,False,Nathan Valentine,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",450,449.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
07:29,,Lawrence takes a [short] time out.,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,,0,0,False,,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",449,449.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
07:29,,Subbing out for Lawrence-Nicholas Gouriotis,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,,0,0,False,Nicholas Gouriotis,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine",449,449.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
07:29,,Subbing in for Lawrence-Nicolas Manzanera,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,,0,0,False,Nicolas Manzanera,"Brock Marino,JR Lukenbill,Jake Quast,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",449,449.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
07:29,,Subbing out for Wis.-Whitewater-Jake Quast,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,,0,0,False,Jake Quast,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",449,449.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
07:29,,Subbing in for Wis.-Whitewater-Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,30.0,,0,0,False,Richie Warren,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",449,432.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
07:12,,Layup by Wis.-Whitewater's Richie Warren,(32-20),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,32.0,20.0,20.0,32.0,Wis.-Whitewater,0,2,True,Richie Warren,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",432,401.0,31.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
06:41,,Layup MISSED by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,32.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",401,399.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
06:39,,Defensive rebound by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,32.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",399,395.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0
06:35,,Jumper by Wis.-Whitewater's JR Lukenbill,(35-20),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,35.0,20.0,20.0,35.0,Wis.-Whitewater,0,3,True,JR Lukenbill,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",395,395.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0
06:35,,Assist by Wis.-Whitewater's Luke Bara,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Wis.-Whitewater,0,0,False,Luke Bara,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",395,387.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0
06:27,,Turnover by Lawrence 's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,True,Casey Schoenecker,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",387,387.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0
06:27,,Steal by Wis.-Whitewater's Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",387,378.0,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0
06:18,,Jumper MISSED by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",378,374.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0
06:14,,Offensive rebound by Wis.-Whitewater's Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",374,370.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0
06:10,,Jumper MISSED by Wis.-Whitewater's Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",370,365.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0
06:05,,Defensive rebound by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",365,360.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0
06:00,,Jumper MISSED by Lawrence's Nathan Valentine,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,Lawrence,0,0,False,Nathan Valentine,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",360,357.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0
05:57,,Lawrence gets a rebound from a dead ball.,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
05:57,,Subbing out for Lawrence-Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,Hogan Demovsky,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
05:57,,Subbing in for Lawrence-Cameron Nash,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,Cameron Nash,"Brock Marino,JR Lukenbill,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:57,,Subbing out for Wis.-Whitewater-JR Lukenbill,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,JR Lukenbill,"Brock Marino,Joey Berezowitz,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:57,,Subbing out for Wis.-Whitewater-Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,Joey Berezowitz,"Brock Marino,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:57,,Subbing in for Wis.-Whitewater-Isaac Verges,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,Isaac Verges,"Brock Marino,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,357.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:57,,Subbing in for Wis.-Whitewater-Collin Madson,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,20.0,35.0,,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",357,337.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:37,,Jumper by Lawrence's CJ Campbell,(35-23),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,35.0,23.0,23.0,35.0,Lawrence,3,0,True,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",337,337.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:37,,Assist by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",337,310.0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0
05:10,,Jumper MISSED by Wis.-Whitewater's Luke Bara,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Luke Bara,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:10,,Offensive rebound by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
05:10,,Personal Foul on Lawrence's Casey Schoenecker (Brock Marino draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0
05:10,,Free Throw MISSED by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0
05:10,,Wis.-Whitewater gets a rebound from a dead ball.,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:10,,Subbing out for Lawrence-Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera",310,310.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0
05:10,,Subbing in for Lawrence-Nolan Koch,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,,0,0,False,Nolan Koch,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",310,310.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:10,,Free Throw MISSED by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",310,310.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0
05:10,,Offensive rebound by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",310,307.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
05:07,,Jumper MISSED by Wis.-Whitewater's Collin Madson,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",307,304.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:04,,Offensive rebound by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,35.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",304,302.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
05:02,,Layup by Wis.-Whitewater's Collin Madson,(37-23),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,37.0,23.0,23.0,37.0,Wis.-Whitewater,0,2,True,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",302,302.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
05:02,,Assist by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,23.0,37.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Nathan Valentine,Nicolas Manzanera,Nolan Koch",302,277.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0
