TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Post Scorer,Driver/Shooter,Driver/Slasher,Spot-Up Shooter,Unclassified,Mid-Range Specialist
07:03,,Subbing in for Wis.-Whitewater-Isaac Verges,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,,0,0,False,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,423.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:03,,Subbing in for Wis.-Whitewater-Luke Bara,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,,0,0,False,Luke Bara,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,421.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:01,,Free Throw MISSED by Elmhurst's Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",421,420.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1
07:00,,Defensive rebound by Wis.-Whitewater's JR Lukenbill,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",420,399.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1
06:39,,Jumper by Wis.-Whitewater's Luke Bara,(54-72),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,72.0,54.0,54.0,72.0,Wis.-Whitewater,0,3,True,Luke Bara,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",399,399.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1
06:39,,Assist by Wis.-Whitewater's Isaac Verges,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",399,390.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1
06:30,,Layup MISSED by Elmhurst's Dominic Trelenberg,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Elmhurst,0,0,False,Dominic Trelenberg,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",390,389.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
06:29,,Offensive rebound by Elmhurst's Elmhurst,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Elmhurst,0,0,False,,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",389,380.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1
06:20,,Jumper MISSED by Elmhurst's Dominic Trelenberg,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Elmhurst,0,0,False,Dominic Trelenberg,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",380,377.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1
06:17,,Offensive rebound by Elmhurst's Aidyn Boone,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Elmhurst,0,0,False,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",377,377.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1
06:17,,Personal Foul on Wis.-Whitewater's Jake Quast (Aidyn Boone draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",377,377.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1
06:17,,Subbing out for Elmhurst-Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Sebastian Blachut,Vinnie Adjahoungbeta",377,377.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
06:17,,Subbing out for Elmhurst-Vinnie Adjahoungbeta,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,,0,0,False,Vinnie Adjahoungbeta,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Sebastian Blachut",377,377.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
06:17,,Subbing in for Elmhurst-EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,,0,0,False,EJ Marshall,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut",377,377.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
06:17,,Subbing in for Elmhurst-Talen Pearson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,72.0,,0,0,False,Talen Pearson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",377,377.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
06:17,,Free Throw by Elmhurst's Aidyn Boone,(55-72),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,72.0,55.0,55.0,72.0,Elmhurst,1,0,True,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",377,377.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
06:17,,Free Throw by Elmhurst's Aidyn Boone,(56-72),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,72.0,56.0,56.0,72.0,Elmhurst,1,0,True,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",377,366.0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
06:06,,Jumper by Wis.-Whitewater's Luke Bara,(56-75),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,75.0,56.0,56.0,75.0,Wis.-Whitewater,0,3,True,Luke Bara,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",366,347.0,19.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
05:47,,Jumper by Elmhurst's Aidyn Boone,(59-75),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,75.0,59.0,59.0,75.0,Elmhurst,3,0,True,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",347,347.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
05:47,,Assist by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,59.0,75.0,Elmhurst,0,0,False,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",347,324.0,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
05:24,,Layup by Wis.-Whitewater's Jake Quast,(59-77),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,77.0,59.0,59.0,77.0,Wis.-Whitewater,0,2,True,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",324,324.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
05:24,,Assist by Wis.-Whitewater's JR Lukenbill,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,59.0,77.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",324,298.0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
04:58,,Personal Foul on Wis.-Whitewater's Luke Bara (Sebastian Blachut draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,59.0,77.0,Wis.-Whitewater,0,0,False,Luke Bara,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",298,298.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
04:58,,Subbing out for Elmhurst-Aidyn Boone,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,59.0,77.0,,0,0,False,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson",298,298.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
04:58,,Subbing in for Elmhurst-Vinnie Adjahoungbeta,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,59.0,77.0,,0,0,False,Vinnie Adjahoungbeta,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",298,298.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0
04:58,,Free Throw by Elmhurst's Sebastian Blachut,(60-77),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,77.0,60.0,60.0,77.0,Elmhurst,1,0,True,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",298,298.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0
04:58,,Free Throw by Elmhurst's Sebastian Blachut,(61-77),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,77.0,61.0,61.0,77.0,Elmhurst,1,0,True,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",298,298.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0
04:58,,Subbing out for Elmhurst-EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,,0,0,False,EJ Marshall,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",298,298.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
04:58,,Subbing in for Elmhurst-Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",298,289.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
04:49,,Wis.-Whitewater takes a [short] time out.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,,0,0,False,,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",289,278.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
04:38,,Turnover by Wis.-Whitewater 's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,,0,0,True,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",278,278.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1
04:38,,Steal by Elmhurst's Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",278,273.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,1
04:33,,Layup MISSED by Elmhurst's Dominic Trelenberg,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Elmhurst,0,0,False,Dominic Trelenberg,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",273,271.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
04:31,,Defensive rebound by Wis.-Whitewater's Isaac Verges,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",271,260.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1
04:20,,Turnover by Wis.-Whitewater 's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,,0,0,True,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",260,260.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1
04:20,,Steal by Elmhurst's Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",260,257.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,1
04:17,,2 Pointer MISSED by Elmhurst's Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",257,253.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
04:13,,Defensive rebound by Wis.-Whitewater's JR Lukenbill,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,77.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",253,239.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1
03:59,,2 Pointer by Wis.-Whitewater's Isaac Verges,(61-79),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,79.0,61.0,61.0,79.0,Wis.-Whitewater,0,2,True,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",239,222.0,17.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
03:42,,Turnover by Elmhurst 's Vinnie Adjahoungbeta,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,79.0,,0,0,True,Vinnie Adjahoungbeta,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",222,222.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1
03:42,,Commercial time out.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,79.0,,0,0,False,,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",222,222.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
03:42,,Subbing out for Elmhurst-Talen Pearson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,79.0,,0,0,False,Talen Pearson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",222,222.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
03:42,,Subbing in for Elmhurst-EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,79.0,,0,0,False,EJ Marshall,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",222,210.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
03:30,,2 Pointer by Wis.-Whitewater's Isaac Verges,(61-81),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,81.0,61.0,61.0,81.0,Wis.-Whitewater,0,2,True,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,210.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
03:30,,Foul on Elmhurst'sElmhurst,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,81.0,Elmhurst,0,0,False,,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,210.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1
03:30,,Personal Foul on Elmhurst's Jack Cherry (Isaac Verges draws the foul),(61-81),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,81.0,61.0,61.0,81.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,210.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1
03:30,,Subbing out for Elmhurst-EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,81.0,,0,0,False,EJ Marshall,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,210.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
03:30,,Subbing in for Elmhurst-Aidyn Boone,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,81.0,,0,0,False,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,210.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
03:30,,Free Throw by Wis.-Whitewater's Isaac Verges,(61-82),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,82.0,61.0,61.0,82.0,Wis.-Whitewater,0,1,True,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",210,206.0,4.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1
03:26,,Subbing out for Elmhurst-Aidyn Boone,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,82.0,,0,0,False,Aidyn Boone,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",206,206.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
03:26,,Subbing in for Elmhurst-Talen Pearson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,82.0,,0,0,False,Talen Pearson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",206,201.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
03:21,,Personal Foul on Wis.-Whitewater's Luke Bara (Sebastian Blachut draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,61.0,82.0,Wis.-Whitewater,0,0,False,Luke Bara,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",201,201.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
03:21,,Free Throw by Elmhurst's Sebastian Blachut,(62-82),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,82.0,62.0,62.0,82.0,Elmhurst,1,0,True,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",201,201.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,1
03:21,,Free Throw MISSED by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,62.0,82.0,Elmhurst,0,0,False,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",201,200.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,1
03:20,,Defensive rebound by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,62.0,82.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",200,188.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1
03:08,,Layup by Wis.-Whitewater's Isaac Verges,(62-84),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,84.0,62.0,62.0,84.0,Wis.-Whitewater,0,2,True,Isaac Verges,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",188,188.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
03:08,,Assist by Wis.-Whitewater's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,62.0,84.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",188,171.0,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1
02:51,,2 Pointer by Elmhurst's Sebastian Blachut,(64-84),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,84.0,64.0,64.0,84.0,Elmhurst,2,0,True,Sebastian Blachut,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",171,156.0,15.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
02:36,,2 Pointer MISSED by Wis.-Whitewater's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,64.0,84.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Talen Pearson,Vinnie Adjahoungbeta",156,156.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
